Old_name	New_name	Library_name	Population	Position_in_cluster	Genetic_sex_wgs	Read_count	Coverage	Bioproject	REF_Panel	Unrelated	In_lowcov	Comments	lon	lat
EC01	EC01	IC11	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC11/IC11.bam	2	287276774	25.8293	PRJNA774943	1	1	0		-13.616093	29.000746
EC02	EC02	IC12	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC12/IC12.bam	2	281274840	25.4125	PRJNA774943	1	0	0		-13.666654	28.968387
EC03	EC03	IC13	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC13/IC13.bam	2	295622016	26.5055	PRJNA774943	1	1	0		-13.479568	29.07445
EC04	EC04	IC14	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC14/IC14.bam	2	305173110	27.4789	PRJNA774943	1	0	0		-13.65064	28.95721
EC05	EC05	IC15	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC15/IC15.bam	1	291358514	26.4458	PRJNA774943	1	0	0		-13.545505	29.012889
EC06	EC06	IC16	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC16/IC16.bam	1	283373977	25.8005	PRJNA774943	1	1	0		-13.777569	28.913939
EC07	EC07	IC17	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC17/IC17.bam	1	298559927	27.1265	PRJNA774943	1	1	0		-13.479568	29.07445
EC08	EC08	IC18	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC18/IC18.bam	2	273730045	22.0402	PRJNA774943	1	0	0		-13.777569	28.913939
EC09	EC09	IC19	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC19/IC19.bam	1	289589457	26.4463	PRJNA774943	1	1	0		-13.926371	28.609991
EC10	EC10	IC20	EC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC20/IC20.bam	2	290782315	26.0015	PRJNA774943	1	1	0		-13.8726	28.437556
FR01	FR01	FR01	FR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/FR01/FR01.bam	1	241339615	17.7758	PRJNA700797	1	1	0		0.9189963	49.5403614
FR02	FR02	FR02	FR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/FR02/FR02.bam	1	238434623	17.5593	PRJNA700797	1	1	0		0.5888605	49.3425502
FR03	FR03	FR03	FR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/FR03/FR03.bam	1	225319116	16.6315	PRJNA700797	1	0	0		0.9455061	49.3583069
FR04	FR04	FR04	FR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/FR04/FR04.bam	1	237601945	17.5258	PRJNA700797	1	0	0		0.8344046	49.7547186
FR05	FR05	FR05	FR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/FR05/FR05.bam	1	233283275	17.1682	PRJNA700797	1	1	0		0.8236483	49.2964642
GB01	GB01	UK01	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK01/UK01.bam	1	229121464	16.5803	PRJNA700797	1	1	0		-4.512021748	57.60498789
GB02	GB02	UK03	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK03/UK03.bam	1	317952879	22.7226	PRJNA700797	1	1	0		-3.825084876	57.25739791
GB03	GB03	UK14	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK14/UK14.bam	2	252476086	17.8112	PRJNA700797	1	1	0		-6.150438	55.832275
GB04	GB04	UK15	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK15/UK15.bam	2	268869205	19.0129	PRJNA700797	1	0	0		-6.2672242	56.587461
GB05	GB05	UK02	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK02/UK02.bam	1	260549151	18.91	PRJNA700797	1	1	0		-3.091468122	54.83990316
GB06	GB06	UK04	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK04/UK04.bam	1	274444437	19.8966	PRJNA700797	1	1	0		-2.15938297	55.38386587
GB07	GB07	UK05	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK05/UK05.bam	1	314101546	22.1793	PRJNA700797	1	1	0		-3.049897065	53.22241684
GB08	GB08	UK06	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK06/UK06.bam	1	272686968	19.4009	PRJNA700797	1	1	0		-0.318743451	54.11411834
GB09	GB09	UK07	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK07/UK07.bam	1	251174848	17.7522	PRJNA700797	1	1	0		-0.97849338	52.14386515
GB10	GB10	UK10	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK10/UK10.bam	1	223236662	16.0974	PRJNA700797	1	1	0		0.937164413	52.38150024
GB11	GB11	UK11	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK11/UK11.bam	1	315330069	22.3881	PRJNA700797	1	1	0		-5.091120474	50.30880422
GB12	GB12	UK12	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK12/UK12.bam	1	330301673	23.8487	PRJNA700797	1	1	0		-1.71538619	51.1589058
GB13	GB13	UK08	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK08/UK08.bam	1	313605654	22.1944	PRJNA700797	1	1	0		-4.432787	53.264413
GB14	GB14	UK09	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK09/UK09.bam	1	327789923	23.2525	PRJNA700797	1	1	0		-3.874428689	51.50393792
GB15	GB15	UK13	GB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK13/UK13.bam	1	231184842	16.8322	PRJNA700797	1	0	0		-4.533152	54.222083
GR01	GR01	TSP78	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP78/TSP78.bam	1	301586630	21.8199	PRJNA727977	1	1	0		21.382852	38.608873
GR02	GR02	TSP40	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP40/TSP40.bam	1	250747210	18.1006	PRJNA727977	1	0	0		23.715066	37.909316
GR03	GR03	TSP87	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP87/TSP87.bam	1	277153184	20.2917	PRJNA727977	1	1	0		23.820683	38.026793
GR04	GR04	TSP35	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP35/TSP35.bam	2	206558307	15.0976	PRJNA727977	1	1	0		23.058219	37.976299
GR05	GR05	TSP57	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP57/TSP57.bam	2	263604801	18.7118	PRJNA727915	1	1	0		22.120094	37.032345
GR06	GR06	TSP49	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP49/TSP49.bam	2	334648136	23.5148	PRJNA727977	1	1	0		22.445301	38.896182
GR06A	GR06A	TSP49A	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP49A/TSP49A.bam	2	432060541	29.8868	NA	0	0	0	DUP	22.141463	39.062868
GR07	GR07	TSP65	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP65/TSP65.bam	1	242581634	17.202	PRJNA727977	1	1	0		21.352951	38.436942
GR08	GR08	TSP39	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP39/TSP39.bam	2	274104881	19.908	PRJNA727977	1	0	0		21.75117	39.330836
GR09	GR09	TSP34	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP34/TSP34.bam	2	245019923	17.3683	PRJNA727977	1	1	0		21.406898	38.619696
GR09A	GR09A	TSP60	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP60/TSP60.bam	2	341381567	24.3691	NA	0	0	0	DUP	21.427402	38.612891
GR10	GR10	TSP38	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP38/TSP38.bam	1	261299130	18.6819	PRJNA727977	1	0	0		23.922571	37.965363
GR11	GR11	TSP37	GR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP37/TSP37.bam	2	273181462	19.8994	PRJNA727915	1	1	0		22.293432	36.837707
IO01	IO01	TSP48	IO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP48/TSP48.bam	1	279125360	20.1474	PRJNA727915	1	1	0		20.595414	38.210385
IO02	IO02	TSP36	IO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP36/TSP36.bam	2	300791357	20.6117	PRJNA727915	1	1	0		19.839415	39.607271
IO03	IO03	TSP88	IO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP88/TSP88.bam	2	297774724	19.822	PRJNA727915	1	1	0		19.776998	39.707243
IO04	IO04	TSP46	IO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP46/TSP46.bam	1	301620436	22.2544	PRJNA727915	1	0	0		20.71477	37.836169
IO05	IO05	TSP61	IO	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP61/TSP61.bam	2	229432868	16.7748	PRJNA727915	1	1	0		20.815048	37.755574
IR01	IR01	IE01	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE01/IE01.bam	2	301234672	21.5421	PRJNA700797	1	1	0		-9.087303	53.717016
IR02	IR02	IE02	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE02/IE02.bam	1	288189816	21.019	PRJNA700797	1	1	0		-7.874954	52.067063
IR03	IR03	IE03	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE03/IE03.bam	1	315172649	22.7647	PRJNA700797	1	1	0		-6.42970997	53.96701196
IR04	IR04	IE04	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE04/IE04.bam	1	364022623	26.2155	PRJNA700797	1	0	0		-7.45861934	52.845967
IR05	IR05	IE05	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE05/IE05.bam	1	303895896	21.4621	PRJNA700797	1	1	0		-9.77520904	52.31874355
IR06	IR06	IE06	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE06/IE06.bam	2	243024653	17.1545	PRJNA700797	1	0	0		-8.32860446	51.909903
IR07	IR07	IE07	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE07/IE07.bam	1	282828650	20.5619	PRJNA700797	1	0	0		-9.47739804	52.25212202
IR08	IR08	IE08	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE08/IE08.bam	1	379835299	26.3665	PRJNA700797	1	1	0		-7.79332488	53.07952944
IR09	IR09	IE09	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE09/IE09.bam	1	337532507	24.5091	PRJNA700797	1	1	0		-7.977143	52.934973
IR10	IR10	IE10	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IE10/IE10.bam	1	262204037	19.1241	PRJNA700797	1	0	0		-7.861396	52.528809
IR11	IR11	UK16	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK16/UK16.bam	2	267509623	18.7336	PRJNA700797	1	0	0		-5.711307	54.289016
IR12	IR12	UK17	IR	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/UK17/UK17.bam	2	446546658	30.2949	PRJNA700797	1	1	0		-5.916025	54.627289
IS01	IS01	TSP31	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP31/TSP31.bam	2	274575795	19.788	PRJNA727977	1	1	0		34.849	31.633
IS02	IS02	TSP32	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP32/TSP32.bam	1	221047832	15.5407	PRJNA727977	1	0	0		35.502	32.471
IS03	IS03	TSP33	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP33/TSP33.bam	2	266663459	19.2499	PRJNA727977	1	1	0		35.620584	33.130261
IS04	IS04	TSP43	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP43/TSP43.bam	2	206924821	14.9705	PRJNA727977	1	0	0		35.420201	32.451493
IS05	IS05	TSP44	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP44/TSP44.bam	1	226718688	16.5554	PRJNA727977	1	0	0		35.502	32.471
IS06	IS06	TSP45	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP45/TSP45.bam	2	246609298	16.8186	PRJNA727977	1	1	0		35.551	32.494
IS07	IS07	TSP58	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP58/TSP58.bam	2	276119454	19.7551	PRJNA727977	1	1	0		35.502	32.471
IS08	IS08	TSP59	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP59/TSP59.bam	2	248712178	17.5019	PRJNA727977	1	1	0		35.611	33.103
IS09	IS09	TSP64	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP64/TSP64.bam	2	218211783	14.9079	PRJNA727977	1	1	0		35.615674	33.089226
IS10	IS10	TSP85	IS	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP85/TSP85.bam	1	318994860	22.5246	PRJNA727915	1	1	0		35.502	32.471
IT01	IT01	IT01	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT01/IT01.bam	2	227061596	17.0943	PRJNA727977	1	1	0		12.496365	41.902782
IT02	IT02	IT02	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT02/IT02.bam	2	230008367	17.2855	PRJNA727977	1	1	0		12.496365	41.902782
IT03	IT03	IT03	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT03/IT03.bam	1	220424298	16.701	PRJNA727977	1	1	0		12.496365	41.902782
IT04	IT04	IT04	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT04/IT04.bam	1	240645526	18.2028	PRJNA727977	1	1	0		12.496365	41.902782
IT05	IT05	IT05	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT05/IT05.bam	2	217966806	16.4379	PRJNA727977	1	1	0		12.496365	41.902782
IT06	IT06	IT06	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT06/IT06.bam	2	213380828	15.987	PRJNA727977	1	0	0		11.11278	42.762859
IT07	IT07	IT07	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT07/IT07.bam	2	222770611	16.8426	PRJNA727977	1	1	0		10.30784	43.551891
IT08	IT08	IT08	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT08/IT08.bam	2	228805775	17.1981	PRJNA727977	1	1	0		11.255814	43.769562
IT09	IT09	IT09	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT09/IT09.bam	1	223369965	16.9291	PRJNA727977	1	1	0		11.255814	43.769562
IT10	IT10	IT10	IT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IT10/IT10.bam	2	216723274	16.2544	PRJNA727915	1	0	0		11.255814	43.769562
MA01	MA01	MA01	MA	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/MA01/MA01.bam	2	117951563	11.6205	PRJNA774943	1	1	0		-5.942395	34.574792
MA02	MA02	MA02	MA	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/MA02/MA02.bam	2	118501440	11.333	PRJNA774943	1	1	0		-7.215589	33.71823
MA03	MA03	MA03	MA	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/MA03/MA03.bam	1	118583010	11.2624	PRJNA774943	1	1	0		-6.893921	33.955493
PT01	PT01	TSP41	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP41/TSP41.bam	2	318931506	22.6581	PRJNA700797	1	1	0		-8.717488	39.954553
PT02	PT02	TSP50	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP50/TSP50.bam	1	272111135	19.3011	PRJNA700797	1	1	0		-8.797704	38.827724
PT03	PT03	TSP51	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP51/TSP51.bam	1	321450957	23.0913	PRJNA700797	1	1	0		-8.136432	38.452316
PT04	PT04	TSP63	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP63/TSP63.bam	2	311101094	22.0487	PRJNA700797	1	1	0		-8.844855	38.86992
PT05	PT05	TSP68	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP68/TSP68.bam	2	311414377	22.0012	PRJNA700797	1	1	0		-8.983704	39.606738
PT06	PT06	TSP69	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP69/TSP69.bam	2	207758973	14.3333	PRJNA700797	1	1	0		-8.813396	39.549794
PT07	PT07	TSP70	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP70/TSP70.bam	2	305642412	21.6071	PRJNA700797	1	1	0		-8.6482	38.59725
PT08	PT08	TSP73	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP73/TSP73.bam	2	293261764	20.9787	PRJNA700797	1	1	0		-8.723021	39.639555
PT09	PT09	TSP76	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP76/TSP76.bam	1	237923911	17.3118	PRJNA700797	1	1	0		-8.847111	39.415557
PT10	PT10	TSP83	PT	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/TSP83/TSP83.bam	1	176992755	12.3541	NA	1	1	0		-8.432686	38.562755
GE01	GE01	Georgian1	GE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/Georgian1/Georgian1.bam	2	117955568	11.0419	NA	1	1	0		44.849828	41.732723
GE02	GE02	Georgian2	GE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/Georgian2/Georgian2.bam	1	116677232	11.1963	NA	1	0	0		44.849828	41.732723
GE03	GE03	Georgian3	GE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/Georgian3/Georgian3.bam	1	117367547	11.2411	NA	1	0	0		44.849828	41.732723
GE04	GE04	Georgian4	GE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/Georgian4/Georgian4.bam	1	117203810	11.0962	NA	1	0	0		44.849828	41.732723
GE05	GE05	Georgian5	GE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/Georgian5/Georgian5.bam	2	118897876	11.2841	NA	1	0	0		44.849828	41.732723
GE06	GE06	Georgian6	GE	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/Georgian6/Georgian6.bam	2	118338594	11.163	NA	1	1	0		44.849828	41.732723
SB01	SB01	SB01	SB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/SB01/SB01.bam	1	224337039	16.9949	PRJNA727977	1	1	0		19.834851	45.330674
SB02	SB02	SB02	SB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/SB02/SB02.bam	1	213196674	16.0406	PRJNA727977	1	1	0		21.44284	45.16766
SB03	SB03	SB03	SB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/SB03/SB03.bam	2	216194262	16.1614	PRJNA727977	1	1	0		20.06272	43.81
SB04	SB04	SB04	SB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/SB04/SB04.bam	2	217880816	16.0901	PRJNA727977	1	1	0		21.10623	44.18448
SB05	SB05	SB05	SB	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/SB05/SB05.bam	1	211740703	15.6453	PRJNA727977	1	1	0		21.40824	43.83121
SGP	SGP	SGP	SGP	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/SGP/SGP.bam	1	215382894	16.598	PRJNA700797	0	0	0		103.819839	1.352083
USA	USA	USA	USA	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/USA/USA.bam	2	215450990	16.2115	PRJNA700797	0	0	0		-117.163818	32.715759
WC01	WC01	IC01	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC01/IC01.bam	1	304079280	27.7069	PRJNA727977	1	0	0		-16.845064	28.327868
WC02	WC02	IC02	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC02/IC02.bam	2	305584727	27.8221	PRJNA727977	1	1	0		-16.481024	28.183179
WC03	WC03	IC03	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC03/IC03.bam	2	380849228	34.2818	PRJNA727977	1	1	0		-16.412726	28.310592
WC04	WC04	IC04	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC04/IC04.bam	1	288381021	26.4285	PRJNA727977	1	1	0		-16.618862	28.09849
WC05	WC05	IC05	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC05/IC05.bam	1	291469942	26.698	PRJNA727977	1	1	0		-16.398704	28.330574
WC06	WC06	IC06	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC06/IC06.bam	2	289891468	26.0915	PRJNA727977	1	0	0		-16.3821	28.328095
WC07	WC07	IC07	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC07/IC07.bam	1	284625919	25.9131	PRJNA727977	1	0	0		-16.482934	28.436432
WC08	WC08	IC08	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC08/IC08.bam	1	308183493	28.1132	PRJNA727977	1	0	0		-16.34929	28.483326
WC09	WC09	IC09	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC09/IC09.bam	1	287452153	26.2817	PRJNA727977	1	1	0		-16.64959	28.394055
WC10	WC10	IC10	WC	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/1_BamsEU_LibNames/IC10/IC10.bam	2	482146429	43.167	PRJNA774943	1	0	0		-16.310734	28.466202